"","B_COUNTRY_ALPHA","Q28","Q29","Q30","Q31","Q32","Q260","Q262","cultural_region"
"1","AND",2,2,2,2,1,2,60,"Catholic_Europe"
"2","AND",2,2,2,2,1,1,47,"Catholic_Europe"
"3","AND",2,2,2,2,1,2,62,"Catholic_Europe"
"4","AND",2,2,2,2,2,1,49,"Catholic_Europe"
"5","AND",1,1,2,2,1,2,51,"Catholic_Europe"
"6","AND",1,2,2,1,2,2,33,"Catholic_Europe"
"7","AND",2,2,2,2,1,1,55,"Catholic_Europe"
"8","AND",2,2,2,2,1,2,40,"Catholic_Europe"
"9","AND",1,2,2,2,1,2,38,"Catholic_Europe"
"10","AND",1,2,2,1,2,1,54,"Catholic_Europe"
"11","AND",1,2,2,2,2,1,39,"Catholic_Europe"
"12","AND",1,2,2,2,2,2,44,"Catholic_Europe"
"13","AND",2,2,2,2,2,2,53,"Catholic_Europe"
"14","AND",1,1,2,2,1,2,43,"Catholic_Europe"
"15","AND",1,2,2,2,2,1,33,"Catholic_Europe"
"16","AND",2,2,2,2,1,1,21,"Catholic_Europe"
"17","AND",2,2,2,2,1,2,61,"Catholic_Europe"
"18","AND",2,2,2,2,2,2,47,"Catholic_Europe"
"19","AND",1,2,2,2,1,2,51,"Catholic_Europe"
"20","AND",1,2,2,2,2,2,43,"Catholic_Europe"
"21","AND",2,2,2,2,2,2,38,"Catholic_Europe"
"22","AND",1,2,2,2,1,2,30,"Catholic_Europe"
"23","AND",2,2,2,2,1,1,18,"Catholic_Europe"
"24","AND",2,2,2,2,2,2,18,"Catholic_Europe"
"25","AND",2,2,2,2,1,1,39,"Catholic_Europe"
"26","AND",1,2,2,2,1,2,63,"Catholic_Europe"
"27","AND",1,2,2,2,1,2,66,"Catholic_Europe"
"28","AND",1,2,2,2,1,2,48,"Catholic_Europe"
"29","AND",1,2,2,2,1,1,60,"Catholic_Europe"
"30","AND",1,2,2,2,1,2,60,"Catholic_Europe"
"31","AND",1,2,2,2,2,1,70,"Catholic_Europe"
"32","AND",1,2,2,2,1,1,66,"Catholic_Europe"
"33","AND",1,2,2,2,2,2,41,"Catholic_Europe"
"34","AND",1,2,2,2,2,1,43,"Catholic_Europe"
"35","AND",2,2,2,2,2,1,58,"Catholic_Europe"
"36","AND",2,2,2,2,2,1,51,"Catholic_Europe"
"37","AND",2,2,2,2,1,2,71,"Catholic_Europe"
"38","AND",2,2,2,2,1,1,51,"Catholic_Europe"
"39","AND",2,2,2,2,1,2,60,"Catholic_Europe"
"40","AND",1,2,2,2,2,2,54,"Catholic_Europe"
"41","AND",2,2,2,2,1,2,55,"Catholic_Europe"
"42","AND",2,2,2,2,2,1,53,"Catholic_Europe"
"43","AND",2,2,2,2,1,1,47,"Catholic_Europe"
"44","AND",2,2,2,2,2,1,43,"Catholic_Europe"
"45","AND",2,2,2,2,1,2,47,"Catholic_Europe"
"46","AND",2,2,2,2,1,2,29,"Catholic_Europe"
"47","AND",2,2,2,2,1,2,29,"Catholic_Europe"
"48","AND",1,2,2,2,2,2,27,"Catholic_Europe"
"49","AND",1,2,2,2,2,2,66,"Catholic_Europe"
"50","AND",2,2,2,2,1,2,61,"Catholic_Europe"
"51","AND",1,2,2,2,1,2,27,"Catholic_Europe"
"52","AND",2,2,2,2,2,2,30,"Catholic_Europe"
"53","AND",2,2,2,2,1,1,49,"Catholic_Europe"
"54","AND",2,2,2,2,2,1,26,"Catholic_Europe"
"55","AND",2,1,2,1,2,2,41,"Catholic_Europe"
"56","AND",1,2,2,2,1,2,71,"Catholic_Europe"
"57","AND",2,2,2,2,1,2,58,"Catholic_Europe"
"58","AND",2,2,2,2,2,2,60,"Catholic_Europe"
"59","AND",1,2,2,2,1,1,37,"Catholic_Europe"
"60","AND",1,2,2,2,2,2,58,"Catholic_Europe"
"61","AND",2,2,2,2,1,1,32,"Catholic_Europe"
"62","AND",2,2,2,2,2,1,28,"Catholic_Europe"
"63","AND",1,2,2,2,2,1,48,"Catholic_Europe"
"64","AND",2,2,2,2,2,1,37,"Catholic_Europe"
"65","AND",2,2,2,2,2,2,35,"Catholic_Europe"
"66","AND",1,2,2,2,1,2,31,"Catholic_Europe"
"67","AND",2,2,2,2,2,2,47,"Catholic_Europe"
"68","AND",2,2,2,2,1,1,27,"Catholic_Europe"
"69","AND",2,2,2,2,2,2,57,"Catholic_Europe"
"70","AND",2,2,2,2,2,1,34,"Catholic_Europe"
"71","AND",1,2,2,2,2,2,55,"Catholic_Europe"
"72","AND",1,2,2,2,2,2,22,"Catholic_Europe"
"73","AND",1,2,2,2,1,2,55,"Catholic_Europe"
"74","AND",2,2,2,2,2,2,51,"Catholic_Europe"
"75","AND",1,1,1,2,1,2,86,"Catholic_Europe"
"76","AND",2,2,2,2,2,2,18,"Catholic_Europe"
"77","AND",2,2,2,2,1,1,32,"Catholic_Europe"
"78","AND",1,1,1,2,1,2,72,"Catholic_Europe"
"79","AND",2,1,2,2,2,2,40,"Catholic_Europe"
"80","AND",1,2,2,2,2,2,48,"Catholic_Europe"
"81","AND",2,2,2,2,1,2,57,"Catholic_Europe"
"82","AND",2,2,2,2,1,1,22,"Catholic_Europe"
"83","AND",1,1,2,1,1,2,64,"Catholic_Europe"
"84","AND",1,2,2,2,2,2,47,"Catholic_Europe"
"85","AND",2,2,2,2,1,2,54,"Catholic_Europe"
"86","AND",2,2,2,2,2,2,33,"Catholic_Europe"
"87","AND",1,2,2,2,1,2,71,"Catholic_Europe"
"88","AND",1,2,2,2,1,1,66,"Catholic_Europe"
"89","AND",1,2,2,2,2,2,49,"Catholic_Europe"
"90","AND",1,1,2,2,2,2,39,"Catholic_Europe"
"91","AND",1,2,2,2,2,2,52,"Catholic_Europe"
"92","AND",1,2,2,2,2,2,30,"Catholic_Europe"
"93","AND",2,2,2,2,1,2,49,"Catholic_Europe"
"94","AND",2,2,2,2,2,2,68,"Catholic_Europe"
"95","AND",2,2,2,2,1,1,36,"Catholic_Europe"
"96","AND",1,2,2,2,2,2,37,"Catholic_Europe"
"97","AND",2,2,2,2,1,2,48,"Catholic_Europe"
"98","AND",1,2,2,2,1,2,61,"Catholic_Europe"
"99","AND",1,2,2,2,2,1,46,"Catholic_Europe"
"100","AND",2,2,2,2,1,2,42,"Catholic_Europe"
"101","AND",1,2,2,2,2,1,21,"Catholic_Europe"
"102","AND",1,2,2,2,1,2,20,"Catholic_Europe"
"103","AND",2,2,2,2,1,2,50,"Catholic_Europe"
"104","AND",1,2,1,2,2,2,75,"Catholic_Europe"
"105","AND",1,1,2,2,1,2,46,"Catholic_Europe"
"106","AND",1,2,2,2,1,2,55,"Catholic_Europe"
"107","AND",2,2,2,2,2,2,32,"Catholic_Europe"
"108","AND",2,2,2,2,2,1,56,"Catholic_Europe"
"109","AND",1,2,2,2,1,1,67,"Catholic_Europe"
"110","AND",2,2,2,2,1,1,32,"Catholic_Europe"
"111","AND",2,2,2,2,1,1,51,"Catholic_Europe"
"112","AND",2,2,2,2,1,2,59,"Catholic_Europe"
"113","AND",1,2,2,2,1,2,48,"Catholic_Europe"
"114","AND",2,2,2,2,2,2,67,"Catholic_Europe"
"115","AND",2,2,2,2,2,1,68,"Catholic_Europe"
"116","AND",1,1,2,1,2,1,66,"Catholic_Europe"
"117","AND",2,1,2,2,2,2,39,"Catholic_Europe"
"118","AND",2,2,2,2,1,1,86,"Catholic_Europe"
"119","AND",2,2,2,2,2,2,46,"Catholic_Europe"
"120","AND",2,2,2,2,1,2,49,"Catholic_Europe"
"121","AND",2,2,2,2,1,2,45,"Catholic_Europe"
"122","AND",1,1,1,1,2,1,32,"Catholic_Europe"
"123","AND",1,2,2,2,1,2,30,"Catholic_Europe"
"124","AND",2,1,2,1,2,2,38,"Catholic_Europe"
"125","AND",1,1,2,1,2,1,24,"Catholic_Europe"
"126","AND",2,2,2,2,1,1,37,"Catholic_Europe"
"127","AND",1,1,1,2,2,1,28,"Catholic_Europe"
"128","AND",2,2,2,1,2,1,30,"Catholic_Europe"
"129","AND",2,1,2,2,1,2,31,"Catholic_Europe"
"130","AND",2,1,2,1,2,2,32,"Catholic_Europe"
"131","AND",2,1,2,2,2,2,30,"Catholic_Europe"
"132","AND",2,1,2,2,2,2,41,"Catholic_Europe"
"133","AND",2,1,2,1,2,1,46,"Catholic_Europe"
"134","AND",2,2,2,2,2,2,48,"Catholic_Europe"
"135","AND",2,2,2,2,2,2,50,"Catholic_Europe"
"136","AND",2,1,2,1,2,1,27,"Catholic_Europe"
"137","AND",1,1,2,1,2,2,37,"Catholic_Europe"
"138","AND",2,2,2,2,2,1,47,"Catholic_Europe"
"139","AND",1,1,2,1,2,1,41,"Catholic_Europe"
"140","AND",2,2,2,2,2,2,24,"Catholic_Europe"
"141","AND",2,1,2,1,2,1,30,"Catholic_Europe"
"142","AND",2,2,2,2,1,1,49,"Catholic_Europe"
"143","AND",2,2,2,2,2,2,41,"Catholic_Europe"
"144","AND",2,1,2,1,2,1,34,"Catholic_Europe"
"145","AND",1,2,2,2,2,1,56,"Catholic_Europe"
"146","AND",2,1,2,2,2,1,44,"Catholic_Europe"
"147","AND",1,1,2,1,2,1,59,"Catholic_Europe"
"148","AND",1,1,2,1,2,1,47,"Catholic_Europe"
"149","AND",2,1,2,1,2,1,52,"Catholic_Europe"
"150","AND",1,1,2,1,2,2,29,"Catholic_Europe"
"151","AND",1,1,2,1,2,1,36,"Catholic_Europe"
"152","AND",1,2,2,2,2,2,50,"Catholic_Europe"
"153","AND",2,1,2,1,2,1,42,"Catholic_Europe"
"154","AND",1,1,2,1,2,2,28,"Catholic_Europe"
"155","AND",1,1,2,1,2,1,38,"Catholic_Europe"
"156","AND",1,1,2,1,2,1,48,"Catholic_Europe"
"157","AND",2,1,2,1,2,2,34,"Catholic_Europe"
"158","AND",1,2,2,2,2,2,33,"Catholic_Europe"
"159","AND",2,1,2,2,2,1,45,"Catholic_Europe"
"160","AND",2,2,2,2,2,1,42,"Catholic_Europe"
"161","AND",1,1,2,1,1,1,50,"Catholic_Europe"
"162","AND",1,2,2,2,2,2,30,"Catholic_Europe"
"163","AND",2,2,2,2,2,2,51,"Catholic_Europe"
"164","AND",2,2,2,1,2,1,68,"Catholic_Europe"
"165","AND",1,2,2,1,2,2,33,"Catholic_Europe"
"166","AND",2,2,2,2,2,1,47,"Catholic_Europe"
"167","AND",1,1,2,1,2,2,58,"Catholic_Europe"
"168","AND",2,2,2,2,1,2,46,"Catholic_Europe"
"169","AND",1,2,2,2,2,1,58,"Catholic_Europe"
"170","AND",1,2,2,2,2,2,41,"Catholic_Europe"
"171","AND",1,1,2,1,2,1,56,"Catholic_Europe"
"172","AND",2,2,2,2,2,2,30,"Catholic_Europe"
"173","AND",1,2,2,2,2,2,62,"Catholic_Europe"
"174","AND",1,2,2,2,1,1,41,"Catholic_Europe"
"175","AND",2,2,2,2,2,2,39,"Catholic_Europe"
"176","AND",2,2,2,2,1,1,47,"Catholic_Europe"
"177","AND",1,2,2,2,1,1,71,"Catholic_Europe"
"178","AND",1,2,2,2,1,2,79,"Catholic_Europe"
"179","AND",2,2,2,2,1,1,34,"Catholic_Europe"
"180","AND",2,2,2,2,1,1,50,"Catholic_Europe"
"181","AND",2,1,2,2,2,2,62,"Catholic_Europe"
"182","AND",2,2,2,2,1,1,60,"Catholic_Europe"
"183","AND",1,1,1,1,2,2,90,"Catholic_Europe"
"184","AND",2,2,2,2,1,1,44,"Catholic_Europe"
"185","AND",2,2,2,2,2,2,50,"Catholic_Europe"
"186","AND",1,2,2,2,2,2,34,"Catholic_Europe"
"187","AND",2,2,2,2,2,2,69,"Catholic_Europe"
"188","AND",2,2,2,2,1,1,30,"Catholic_Europe"
"189","AND",1,2,2,2,1,1,33,"Catholic_Europe"
"190","AND",1,2,2,2,2,2,65,"Catholic_Europe"
"191","AND",1,2,2,2,2,1,61,"Catholic_Europe"
"192","AND",2,2,2,2,1,2,59,"Catholic_Europe"
"193","AND",2,2,2,2,2,1,33,"Catholic_Europe"
"194","AND",2,2,2,2,1,1,50,"Catholic_Europe"
"195","AND",2,2,2,2,2,2,39,"Catholic_Europe"
"196","AND",1,2,1,1,2,2,48,"Catholic_Europe"
"197","AND",2,2,2,2,2,1,36,"Catholic_Europe"
"198","AND",2,2,2,2,1,1,71,"Catholic_Europe"
"199","AND",2,2,2,2,1,1,47,"Catholic_Europe"
"200","AND",2,2,2,2,1,2,39,"Catholic_Europe"
"201","AND",2,1,2,1,2,1,65,"Catholic_Europe"
"202","AND",2,2,2,2,2,1,39,"Catholic_Europe"
"203","AND",2,2,2,2,2,2,42,"Catholic_Europe"
"204","AND",2,2,2,2,1,1,39,"Catholic_Europe"
"205","AND",2,2,2,2,2,1,43,"Catholic_Europe"
"206","AND",2,2,2,2,1,2,40,"Catholic_Europe"
"207","AND",2,2,2,1,1,1,20,"Catholic_Europe"
"208","AND",2,2,2,2,1,1,59,"Catholic_Europe"
"209","AND",2,2,2,2,1,1,65,"Catholic_Europe"
"210","AND",2,2,2,2,2,2,37,"Catholic_Europe"
"211","AND",2,2,2,2,1,2,53,"Catholic_Europe"
"212","AND",1,2,2,2,1,2,56,"Catholic_Europe"
"213","AND",2,2,2,2,2,2,39,"Catholic_Europe"
"214","AND",2,2,2,2,1,1,74,"Catholic_Europe"
"215","AND",1,2,2,2,2,1,69,"Catholic_Europe"
"216","AND",2,2,2,2,1,1,58,"Catholic_Europe"
"217","AND",1,2,2,2,2,2,78,"Catholic_Europe"
"218","AND",2,2,2,2,1,2,41,"Catholic_Europe"
"219","AND",1,2,1,1,1,2,66,"Catholic_Europe"
"220","AND",1,2,2,2,2,1,47,"Catholic_Europe"
"221","AND",2,2,2,2,1,1,24,"Catholic_Europe"
"222","AND",2,2,2,2,1,1,64,"Catholic_Europe"
"223","AND",2,2,2,2,2,2,32,"Catholic_Europe"
"224","AND",2,2,2,2,2,2,68,"Catholic_Europe"
"225","AND",1,2,1,1,1,2,26,"Catholic_Europe"
"226","AND",1,2,2,2,1,1,59,"Catholic_Europe"
"227","AND",1,2,2,2,1,2,34,"Catholic_Europe"
"228","AND",1,2,2,2,1,2,73,"Catholic_Europe"
"229","AND",1,2,2,2,1,1,70,"Catholic_Europe"
"230","AND",1,2,2,2,1,2,51,"Catholic_Europe"
"231","AND",2,2,2,2,1,2,63,"Catholic_Europe"
"232","AND",2,2,2,2,1,1,49,"Catholic_Europe"
"233","AND",2,2,2,2,1,2,25,"Catholic_Europe"
"234","AND",1,2,2,2,2,2,66,"Catholic_Europe"
"235","AND",2,2,2,1,2,1,49,"Catholic_Europe"
"236","AND",2,2,2,2,1,2,53,"Catholic_Europe"
"237","AND",2,2,2,2,2,1,77,"Catholic_Europe"
"238","AND",2,2,2,2,1,1,46,"Catholic_Europe"
"239","AND",1,2,2,2,1,2,67,"Catholic_Europe"
"240","AND",2,2,2,2,1,2,40,"Catholic_Europe"
"241","AND",2,2,2,2,2,2,31,"Catholic_Europe"
"242","AND",1,2,2,1,2,2,22,"Catholic_Europe"
"243","AND",1,2,2,2,2,2,45,"Catholic_Europe"
"244","AND",1,2,2,2,1,2,33,"Catholic_Europe"
"245","AND",2,2,2,2,1,2,55,"Catholic_Europe"
"246","AND",2,2,2,2,1,2,62,"Catholic_Europe"
"247","AND",1,2,2,2,2,2,41,"Catholic_Europe"
"248","AND",2,2,2,2,2,1,27,"Catholic_Europe"
"249","AND",2,2,2,2,1,2,24,"Catholic_Europe"
"250","AND",2,2,2,2,1,1,67,"Catholic_Europe"
"251","AND",1,2,2,2,1,2,41,"Catholic_Europe"
"252","AND",1,2,2,2,1,1,24,"Catholic_Europe"
"253","AND",2,2,2,2,1,2,46,"Catholic_Europe"
"254","AND",2,2,2,2,2,1,37,"Catholic_Europe"
"255","AND",1,2,2,2,1,1,52,"Catholic_Europe"
"256","AND",1,2,2,2,2,1,51,"Catholic_Europe"
"257","AND",2,2,2,2,2,2,24,"Catholic_Europe"
"258","AND",1,2,2,2,1,2,26,"Catholic_Europe"
"259","AND",1,2,2,2,2,2,21,"Catholic_Europe"
"260","AND",1,2,2,2,2,2,44,"Catholic_Europe"
"261","AND",2,2,2,2,2,1,28,"Catholic_Europe"
"262","AND",1,2,2,2,1,2,70,"Catholic_Europe"
"263","AND",2,2,2,2,1,1,49,"Catholic_Europe"
"264","AND",2,2,2,2,1,1,59,"Catholic_Europe"
"265","AND",1,2,2,2,2,2,18,"Catholic_Europe"
"266","AND",2,2,2,2,1,1,62,"Catholic_Europe"
"267","AND",1,2,2,2,2,2,49,"Catholic_Europe"
"268","AND",2,2,2,2,2,2,61,"Catholic_Europe"
"269","AND",1,1,2,1,2,1,58,"Catholic_Europe"
"270","AND",1,2,2,1,2,1,42,"Catholic_Europe"
"271","AND",1,1,2,1,2,2,47,"Catholic_Europe"
"272","AND",2,2,2,2,2,1,57,"Catholic_Europe"
"273","AND",1,2,2,2,2,2,41,"Catholic_Europe"
"274","AND",2,2,2,2,1,1,47,"Catholic_Europe"
"275","AND",2,2,2,2,1,1,37,"Catholic_Europe"
"276","AND",2,1,2,1,2,1,41,"Catholic_Europe"
"277","AND",2,2,2,2,1,1,28,"Catholic_Europe"
"278","AND",2,2,2,2,1,2,54,"Catholic_Europe"
"279","AND",2,2,2,2,2,2,40,"Catholic_Europe"
"280","AND",2,2,2,2,1,2,68,"Catholic_Europe"
"281","AND",2,2,2,2,2,1,33,"Catholic_Europe"
"282","AND",2,2,2,2,1,1,52,"Catholic_Europe"
"283","AND",2,2,2,2,1,2,57,"Catholic_Europe"
"284","AND",1,2,2,2,2,2,58,"Catholic_Europe"
"285","AND",2,2,2,1,1,1,20,"Catholic_Europe"
"286","AND",1,2,2,2,1,2,32,"Catholic_Europe"
"287","AND",2,2,2,2,1,1,73,"Catholic_Europe"
"288","AND",1,2,2,2,2,2,40,"Catholic_Europe"
"289","AND",1,2,2,2,1,2,58,"Catholic_Europe"
"290","AND",2,2,2,2,2,1,48,"Catholic_Europe"
"291","AND",2,2,2,2,1,1,48,"Catholic_Europe"
"292","AND",2,2,2,2,2,2,65,"Catholic_Europe"
"293","AND",2,2,2,2,1,1,40,"Catholic_Europe"
"294","AND",2,2,2,2,2,1,67,"Catholic_Europe"
"295","AND",2,2,2,2,1,1,48,"Catholic_Europe"
"296","AND",2,2,2,2,2,2,86,"Catholic_Europe"
"297","AND",1,2,2,2,1,2,55,"Catholic_Europe"
"298","AND",2,2,2,2,1,2,58,"Catholic_Europe"
"299","AND",2,2,2,2,2,2,80,"Catholic_Europe"
"300","AND",2,2,2,2,1,1,52,"Catholic_Europe"
"301","AND",1,2,2,2,1,2,54,"Catholic_Europe"
"302","AND",2,2,2,2,1,2,62,"Catholic_Europe"
"303","AND",2,2,2,2,1,2,34,"Catholic_Europe"
"304","AND",2,2,2,2,1,2,53,"Catholic_Europe"
"305","AND",1,2,2,2,1,1,27,"Catholic_Europe"
"306","AND",1,2,2,2,1,2,48,"Catholic_Europe"
"307","AND",2,2,2,2,1,2,23,"Catholic_Europe"
"308","AND",1,2,2,2,1,1,46,"Catholic_Europe"
"309","AND",2,2,2,1,1,1,56,"Catholic_Europe"
"310","AND",2,2,2,2,1,1,43,"Catholic_Europe"
"311","AND",2,2,2,2,2,1,48,"Catholic_Europe"
"312","AND",2,2,2,2,1,2,56,"Catholic_Europe"
"313","AND",2,2,2,2,2,2,37,"Catholic_Europe"
"314","AND",1,2,2,2,2,2,43,"Catholic_Europe"
"315","AND",2,2,2,2,2,1,83,"Catholic_Europe"
"316","AND",1,2,2,1,1,1,45,"Catholic_Europe"
"317","AND",2,2,2,2,2,2,24,"Catholic_Europe"
"318","AND",2,2,2,2,2,1,52,"Catholic_Europe"
"319","AND",2,2,2,2,1,2,27,"Catholic_Europe"
"320","AND",1,2,2,2,1,1,58,"Catholic_Europe"
"321","AND",2,2,2,2,1,1,59,"Catholic_Europe"
"322","AND",1,2,2,2,1,1,38,"Catholic_Europe"
"323","AND",1,2,2,2,2,1,62,"Catholic_Europe"
"324","AND",1,2,2,2,1,2,49,"Catholic_Europe"
"325","AND",1,2,2,2,1,1,40,"Catholic_Europe"
"326","AND",2,2,2,2,2,1,33,"Catholic_Europe"
"327","AND",2,2,2,2,2,1,52,"Catholic_Europe"
"328","AND",1,1,2,2,1,2,35,"Catholic_Europe"
"329","AND",2,2,2,2,1,1,35,"Catholic_Europe"
"330","AND",2,2,2,2,2,1,50,"Catholic_Europe"
"331","AND",2,2,2,2,1,2,30,"Catholic_Europe"
"332","AND",2,2,2,2,2,2,43,"Catholic_Europe"
"333","AND",2,2,2,2,2,1,49,"Catholic_Europe"
"334","AND",1,2,2,1,1,1,52,"Catholic_Europe"
"335","AND",2,2,2,2,1,1,47,"Catholic_Europe"
"336","AND",2,2,2,2,1,2,35,"Catholic_Europe"
"337","AND",2,2,2,2,1,2,70,"Catholic_Europe"
"338","AND",2,2,2,2,2,2,47,"Catholic_Europe"
"339","AND",1,2,1,2,1,1,35,"Catholic_Europe"
"340","AND",1,2,2,2,1,2,58,"Catholic_Europe"
"341","AND",1,2,2,2,2,1,72,"Catholic_Europe"
"342","AND",1,1,2,1,2,2,60,"Catholic_Europe"
"343","AND",1,2,2,2,2,2,30,"Catholic_Europe"
"344","AND",2,2,2,2,1,1,41,"Catholic_Europe"
"345","AND",1,2,2,2,1,2,85,"Catholic_Europe"
"346","AND",2,2,2,2,1,1,48,"Catholic_Europe"
"347","AND",1,2,2,2,1,1,20,"Catholic_Europe"
"348","AND",2,2,2,2,1,1,81,"Catholic_Europe"
"349","AND",2,2,2,2,1,1,45,"Catholic_Europe"
"350","AND",2,2,2,2,1,2,35,"Catholic_Europe"
"351","AND",2,2,2,2,1,1,39,"Catholic_Europe"
"352","AND",2,2,2,1,1,1,38,"Catholic_Europe"
"353","AND",2,2,2,2,1,1,33,"Catholic_Europe"
"354","AND",2,2,2,2,1,2,37,"Catholic_Europe"
"355","AND",2,2,2,2,1,2,58,"Catholic_Europe"
"356","AND",1,2,2,2,2,1,55,"Catholic_Europe"
"357","AND",2,2,2,2,2,2,57,"Catholic_Europe"
"358","AND",1,2,2,2,2,2,74,"Catholic_Europe"
"359","AND",2,2,2,2,1,1,38,"Catholic_Europe"
"360","AND",1,2,2,2,1,1,32,"Catholic_Europe"
"361","AND",2,2,2,2,1,2,57,"Catholic_Europe"
"362","AND",2,2,2,2,2,2,44,"Catholic_Europe"
"363","AND",2,2,2,2,1,2,22,"Catholic_Europe"
"364","AND",2,2,2,2,1,2,43,"Catholic_Europe"
"365","AND",2,2,2,2,2,2,55,"Catholic_Europe"
"366","AND",2,2,2,2,1,1,46,"Catholic_Europe"
"367","AND",1,2,2,2,2,1,41,"Catholic_Europe"
"368","AND",2,2,2,2,1,1,42,"Catholic_Europe"
"369","AND",1,2,2,2,2,2,57,"Catholic_Europe"
"370","AND",2,2,2,2,2,1,46,"Catholic_Europe"
"371","AND",1,2,2,1,2,1,73,"Catholic_Europe"
"372","AND",1,2,2,2,1,2,53,"Catholic_Europe"
"373","AND",1,2,2,2,1,2,77,"Catholic_Europe"
"374","AND",2,2,2,2,1,2,38,"Catholic_Europe"
"375","AND",2,2,2,2,1,1,63,"Catholic_Europe"
"376","AND",2,2,2,2,1,2,55,"Catholic_Europe"
"377","AND",1,2,2,2,1,2,71,"Catholic_Europe"
"378","AND",2,2,2,2,1,2,57,"Catholic_Europe"
"379","AND",1,2,2,2,1,2,33,"Catholic_Europe"
"380","AND",2,2,2,2,1,2,45,"Catholic_Europe"
"381","AND",1,2,2,2,1,2,38,"Catholic_Europe"
"382","AND",2,2,2,2,1,2,23,"Catholic_Europe"
"383","AND",1,1,2,2,1,2,52,"Catholic_Europe"
"384","AND",2,2,2,2,1,2,18,"Catholic_Europe"
"385","AND",2,2,2,2,1,1,18,"Catholic_Europe"
"386","AND",2,2,2,2,2,1,66,"Catholic_Europe"
"387","AND",1,2,2,2,1,2,52,"Catholic_Europe"
"388","AND",2,1,2,2,2,1,87,"Catholic_Europe"
"389","AND",1,2,2,2,2,2,32,"Catholic_Europe"
"390","AND",1,1,2,1,2,1,78,"Catholic_Europe"
"391","AND",2,2,2,2,1,2,36,"Catholic_Europe"
"392","AND",2,2,2,1,2,1,48,"Catholic_Europe"
"393","AND",2,2,2,2,1,2,56,"Catholic_Europe"
"394","AND",2,2,2,2,1,2,44,"Catholic_Europe"
"395","AND",2,2,2,1,1,1,38,"Catholic_Europe"
"396","AND",2,2,2,2,1,2,33,"Catholic_Europe"
"397","AND",1,2,2,2,2,1,56,"Catholic_Europe"
"398","AND",2,2,2,1,1,1,35,"Catholic_Europe"
"399","AND",2,2,2,2,1,1,68,"Catholic_Europe"
"400","AND",2,2,2,2,1,2,18,"Catholic_Europe"
"401","AND",1,2,2,2,1,2,23,"Catholic_Europe"
"402","AND",2,2,2,2,1,1,32,"Catholic_Europe"
"403","AND",2,2,2,2,1,1,51,"Catholic_Europe"
"404","AND",2,2,2,2,1,2,46,"Catholic_Europe"
"405","AND",2,2,2,2,1,1,18,"Catholic_Europe"
"406","AND",2,2,2,2,1,2,18,"Catholic_Europe"
"407","AND",2,2,2,2,1,1,33,"Catholic_Europe"
"408","AND",2,2,2,2,1,1,28,"Catholic_Europe"
"409","AND",2,2,2,2,1,1,33,"Catholic_Europe"
"410","AND",2,2,2,2,1,1,42,"Catholic_Europe"
"411","AND",2,2,2,2,1,2,60,"Catholic_Europe"
"412","AND",1,2,2,2,1,1,28,"Catholic_Europe"
"413","AND",2,2,2,1,1,1,21,"Catholic_Europe"
"414","AND",2,2,2,2,1,2,30,"Catholic_Europe"
"415","AND",1,2,2,1,1,2,33,"Catholic_Europe"
"416","AND",1,2,2,2,1,2,27,"Catholic_Europe"
"417","AND",2,2,2,2,2,1,50,"Catholic_Europe"
"418","AND",2,2,2,2,2,2,34,"Catholic_Europe"
"419","AND",1,1,2,2,2,2,43,"Catholic_Europe"
"420","AND",1,1,2,1,2,1,52,"Catholic_Europe"
"421","AND",1,2,2,1,2,2,48,"Catholic_Europe"
"422","AND",2,2,2,2,1,1,68,"Catholic_Europe"
"423","AND",1,2,2,1,2,2,27,"Catholic_Europe"
"424","AND",1,2,2,2,2,1,29,"Catholic_Europe"
"425","AND",1,2,2,2,2,1,44,"Catholic_Europe"
"426","AND",1,1,1,1,2,1,38,"Catholic_Europe"
"427","AND",1,1,2,1,2,2,62,"Catholic_Europe"
"428","AND",2,2,2,2,2,2,42,"Catholic_Europe"
"429","AND",2,2,2,1,2,2,54,"Catholic_Europe"
"430","AND",1,2,2,2,2,2,29,"Catholic_Europe"
"431","AND",2,2,2,1,2,1,54,"Catholic_Europe"
"432","AND",2,1,2,2,1,1,24,"Catholic_Europe"
"433","AND",2,2,2,2,2,2,58,"Catholic_Europe"
"434","AND",2,2,2,2,1,2,55,"Catholic_Europe"
"435","AND",2,1,2,1,1,2,47,"Catholic_Europe"
"436","AND",2,2,2,2,2,2,38,"Catholic_Europe"
"437","AND",2,1,2,2,2,2,51,"Catholic_Europe"
"438","AND",1,2,2,2,1,1,68,"Catholic_Europe"
"439","AND",1,2,2,2,2,2,44,"Catholic_Europe"
"440","AND",1,1,2,1,2,2,64,"Catholic_Europe"
"441","AND",2,2,2,2,1,1,71,"Catholic_Europe"
"442","AND",1,2,2,2,1,1,80,"Catholic_Europe"
"443","AND",2,2,2,2,1,2,60,"Catholic_Europe"
"444","AND",1,2,2,2,2,2,42,"Catholic_Europe"
"445","AND",2,2,2,2,1,2,72,"Catholic_Europe"
"446","AND",1,2,2,2,1,2,54,"Catholic_Europe"
"447","AND",1,2,2,2,1,1,39,"Catholic_Europe"
"448","AND",1,2,2,2,1,1,74,"Catholic_Europe"
"449","AND",2,2,2,2,2,1,49,"Catholic_Europe"
