"","B_COUNTRY_ALPHA","Q28","Q29","Q30","Q31","Q32","Q260","Q262","cultural_region"
"52976","MAR",2,1,2,2,1,2,29,"African_Islamic"
"52977","MAR",1,1,2,1,2,2,46,"African_Islamic"
"52978","MAR",1,2,2,2,1,1,24,"African_Islamic"
"52979","MAR",1,1,2,1,1,1,47,"African_Islamic"
"52980","MAR",1,1,2,1,2,2,34,"African_Islamic"
"52981","MAR",2,1,2,2,1,2,52,"African_Islamic"
"52982","MAR",1,1,2,1,2,1,51,"African_Islamic"
"52983","MAR",1,2,2,2,2,1,28,"African_Islamic"
"52984","MAR",1,1,1,1,2,1,65,"African_Islamic"
"52985","MAR",2,2,2,2,1,2,32,"African_Islamic"
"52986","MAR",2,2,2,2,1,2,41,"African_Islamic"
"52987","MAR",1,2,2,1,2,2,25,"African_Islamic"
"52988","MAR",2,2,2,2,1,2,32,"African_Islamic"
"52989","MAR",1,1,1,1,2,1,65,"African_Islamic"
"52990","MAR",2,2,2,2,1,2,40,"African_Islamic"
"52991","MAR",1,2,2,2,2,1,28,"African_Islamic"
"52992","MAR",2,2,2,2,2,1,31,"African_Islamic"
"52993","MAR",1,1,2,2,2,2,45,"African_Islamic"
"52994","MAR",2,2,2,2,1,1,32,"African_Islamic"
"52995","MAR",1,2,2,2,2,2,41,"African_Islamic"
"52996","MAR",2,2,2,2,1,1,30,"African_Islamic"
"52997","MAR",2,2,2,2,1,2,22,"African_Islamic"
"52998","MAR",2,2,2,2,1,1,33,"African_Islamic"
"52999","MAR",2,2,2,2,1,2,20,"African_Islamic"
"53000","MAR",1,1,2,2,2,1,22,"African_Islamic"
"53001","MAR",1,2,2,2,1,2,50,"African_Islamic"
"53002","MAR",1,1,2,2,2,1,39,"African_Islamic"
"53003","MAR",1,1,2,1,2,1,24,"African_Islamic"
"53004","MAR",1,1,2,1,2,2,49,"African_Islamic"
"53005","MAR",1,1,2,2,2,1,54,"African_Islamic"
"53006","MAR",1,2,2,2,2,2,60,"African_Islamic"
"53007","MAR",1,1,2,2,2,1,40,"African_Islamic"
"53008","MAR",2,2,2,2,2,2,26,"African_Islamic"
"53009","MAR",1,2,2,1,1,2,33,"African_Islamic"
"53010","MAR",1,1,2,2,2,1,35,"African_Islamic"
"53011","MAR",1,2,2,2,1,2,29,"African_Islamic"
"53012","MAR",1,2,2,2,2,1,37,"African_Islamic"
"53013","MAR",2,2,2,2,1,1,21,"African_Islamic"
"53014","MAR",1,1,1,1,2,1,48,"African_Islamic"
"53015","MAR",1,1,1,1,2,2,18,"African_Islamic"
"53016","MAR",1,1,1,1,2,1,60,"African_Islamic"
"53017","MAR",1,1,2,1,2,1,29,"African_Islamic"
"53018","MAR",1,1,1,1,2,2,34,"African_Islamic"
"53019","MAR",1,2,2,2,1,2,41,"African_Islamic"
"53020","MAR",2,2,2,2,1,2,24,"African_Islamic"
"53021","MAR",1,1,2,2,2,2,56,"African_Islamic"
"53022","MAR",1,1,1,1,2,1,37,"African_Islamic"
"53023","MAR",2,2,2,2,1,2,51,"African_Islamic"
"53024","MAR",1,1,2,1,2,1,19,"African_Islamic"
"53025","MAR",2,2,2,2,2,2,23,"African_Islamic"
"53026","MAR",1,1,2,1,2,2,28,"African_Islamic"
"53027","MAR",1,2,2,2,2,1,31,"African_Islamic"
"53028","MAR",1,2,2,2,2,2,31,"African_Islamic"
"53029","MAR",1,1,2,2,2,1,23,"African_Islamic"
"53030","MAR",2,2,2,2,2,2,24,"African_Islamic"
"53031","MAR",1,1,1,1,2,1,19,"African_Islamic"
"53032","MAR",1,1,2,2,2,1,23,"African_Islamic"
"53033","MAR",1,1,2,1,2,1,35,"African_Islamic"
"53034","MAR",2,1,2,2,1,2,30,"African_Islamic"
"53035","MAR",1,1,1,1,2,2,20,"African_Islamic"
"53036","MAR",1,2,2,2,2,2,41,"African_Islamic"
"53037","MAR",2,2,2,2,1,2,32,"African_Islamic"
"53038","MAR",1,2,1,1,2,2,25,"African_Islamic"
"53039","MAR",1,2,2,2,1,1,30,"African_Islamic"
"53040","MAR",2,1,2,2,1,1,25,"African_Islamic"
"53041","MAR",1,2,2,1,2,1,39,"African_Islamic"
"53042","MAR",2,2,2,2,1,2,29,"African_Islamic"
"53043","MAR",2,2,2,1,2,2,21,"African_Islamic"
"53044","MAR",1,2,2,2,2,1,29,"African_Islamic"
"53045","MAR",1,1,1,1,2,2,58,"African_Islamic"
"53046","MAR",1,2,1,1,2,1,21,"African_Islamic"
"53047","MAR",1,2,2,2,1,2,22,"African_Islamic"
"53048","MAR",1,1,2,2,2,1,36,"African_Islamic"
"53049","MAR",1,1,1,1,2,1,46,"African_Islamic"
"53050","MAR",1,1,2,2,2,1,32,"African_Islamic"
"53051","MAR",1,2,2,2,2,1,35,"African_Islamic"
"53052","MAR",1,2,2,2,2,2,56,"African_Islamic"
"53053","MAR",1,1,1,1,2,1,68,"African_Islamic"
"53054","MAR",1,1,1,1,2,1,28,"African_Islamic"
"53055","MAR",2,1,1,1,2,2,30,"African_Islamic"
"53056","MAR",2,2,2,2,1,1,22,"African_Islamic"
"53057","MAR",2,2,2,2,1,2,55,"African_Islamic"
"53058","MAR",2,2,2,2,1,2,23,"African_Islamic"
"53059","MAR",1,2,2,1,2,2,33,"African_Islamic"
"53060","MAR",2,2,2,2,1,1,19,"African_Islamic"
"53061","MAR",1,1,1,1,2,1,20,"African_Islamic"
"53062","MAR",1,1,1,1,1,2,44,"African_Islamic"
"53063","MAR",1,2,2,2,1,2,55,"African_Islamic"
"53064","MAR",2,2,2,2,1,1,66,"African_Islamic"
"53065","MAR",2,2,2,2,1,2,39,"African_Islamic"
"53066","MAR",1,2,2,2,1,1,23,"African_Islamic"
"53067","MAR",1,2,2,2,1,2,26,"African_Islamic"
"53068","MAR",2,2,2,2,1,1,51,"African_Islamic"
"53069","MAR",2,2,2,2,1,2,22,"African_Islamic"
"53070","MAR",1,1,1,2,1,1,20,"African_Islamic"
"53071","MAR",1,1,2,2,2,2,45,"African_Islamic"
"53072","MAR",1,1,2,1,2,1,38,"African_Islamic"
"53073","MAR",1,1,2,1,1,2,43,"African_Islamic"
"53074","MAR",1,1,2,1,2,2,30,"African_Islamic"
"53075","MAR",2,2,2,2,1,2,33,"African_Islamic"
"53076","MAR",1,2,1,1,2,1,21,"African_Islamic"
"53077","MAR",2,2,2,2,1,1,50,"African_Islamic"
"53078","MAR",1,2,1,1,2,2,25,"African_Islamic"
"53079","MAR",1,1,2,1,1,1,44,"African_Islamic"
"53080","MAR",1,1,2,2,1,2,38,"African_Islamic"
"53081","MAR",1,2,2,2,2,1,18,"African_Islamic"
"53082","MAR",1,2,2,1,2,1,55,"African_Islamic"
"53083","MAR",1,1,2,1,2,1,56,"African_Islamic"
"53084","MAR",1,1,2,2,1,1,36,"African_Islamic"
"53085","MAR",1,1,2,1,1,2,51,"African_Islamic"
"53086","MAR",1,1,1,1,2,2,59,"African_Islamic"
"53087","MAR",1,2,2,2,1,1,35,"African_Islamic"
"53088","MAR",2,2,2,2,1,2,45,"African_Islamic"
"53089","MAR",2,2,2,2,1,2,26,"African_Islamic"
"53090","MAR",1,2,2,2,1,2,21,"African_Islamic"
"53091","MAR",1,1,2,1,2,1,19,"African_Islamic"
"53092","MAR",1,1,2,1,2,1,52,"African_Islamic"
"53093","MAR",2,2,2,2,1,1,22,"African_Islamic"
"53094","MAR",1,1,1,1,2,1,61,"African_Islamic"
"53095","MAR",2,2,2,2,2,1,31,"African_Islamic"
"53096","MAR",1,1,2,1,2,2,60,"African_Islamic"
"53097","MAR",2,2,2,2,1,2,40,"African_Islamic"
"53098","MAR",1,1,2,2,1,2,46,"African_Islamic"
"53099","MAR",2,2,2,2,1,2,40,"African_Islamic"
"53100","MAR",1,2,2,1,2,1,25,"African_Islamic"
"53101","MAR",1,1,1,1,2,2,26,"African_Islamic"
"53102","MAR",2,2,2,2,1,1,41,"African_Islamic"
"53103","MAR",1,2,2,2,2,1,36,"African_Islamic"
"53104","MAR",1,2,2,2,1,2,29,"African_Islamic"
"53105","MAR",1,1,2,1,2,1,19,"African_Islamic"
"53106","MAR",1,1,1,1,1,1,33,"African_Islamic"
"53107","MAR",1,1,2,2,2,2,53,"African_Islamic"
"53108","MAR",1,1,2,1,2,1,49,"African_Islamic"
"53109","MAR",1,1,2,1,1,1,30,"African_Islamic"
"53110","MAR",1,1,1,2,2,2,47,"African_Islamic"
"53111","MAR",1,2,2,2,1,2,26,"African_Islamic"
"53112","MAR",2,2,2,2,1,2,32,"African_Islamic"
"53113","MAR",2,2,2,2,2,1,31,"African_Islamic"
"53114","MAR",2,2,2,2,2,2,21,"African_Islamic"
"53115","MAR",2,2,2,2,2,1,24,"African_Islamic"
"53116","MAR",2,1,2,1,2,1,34,"African_Islamic"
"53117","MAR",2,2,2,2,2,2,21,"African_Islamic"
"53118","MAR",2,1,1,1,1,1,36,"African_Islamic"
"53119","MAR",2,2,2,2,2,2,32,"African_Islamic"
"53120","MAR",1,1,1,1,2,2,59,"African_Islamic"
"53121","MAR",2,2,2,2,2,1,38,"African_Islamic"
"53122","MAR",2,2,2,2,2,2,40,"African_Islamic"
"53123","MAR",1,1,2,1,2,2,19,"African_Islamic"
"53124","MAR",1,2,2,2,2,1,43,"African_Islamic"
"53125","MAR",1,1,1,2,2,2,31,"African_Islamic"
"53126","MAR",1,2,2,2,2,1,35,"African_Islamic"
"53127","MAR",2,1,2,2,1,1,54,"African_Islamic"
"53128","MAR",2,2,1,1,2,2,28,"African_Islamic"
"53129","MAR",1,2,2,2,1,2,41,"African_Islamic"
"53130","MAR",1,1,1,1,2,1,31,"African_Islamic"
"53131","MAR",1,2,2,2,1,1,46,"African_Islamic"
"53132","MAR",2,2,2,2,2,2,33,"African_Islamic"
"53133","MAR",1,2,2,1,2,2,31,"African_Islamic"
"53134","MAR",1,2,1,1,2,1,77,"African_Islamic"
"53135","MAR",2,2,2,2,1,2,66,"African_Islamic"
"53136","MAR",1,1,2,2,1,2,51,"African_Islamic"
"53137","MAR",1,2,1,1,2,1,46,"African_Islamic"
"53138","MAR",1,1,2,1,2,2,25,"African_Islamic"
"53139","MAR",1,2,1,1,2,1,71,"African_Islamic"
"53140","MAR",1,1,2,2,1,2,37,"African_Islamic"
"53141","MAR",2,2,2,2,1,1,55,"African_Islamic"
"53142","MAR",1,1,1,1,2,1,43,"African_Islamic"
"53143","MAR",1,2,2,1,1,2,18,"African_Islamic"
"53144","MAR",1,1,2,1,2,2,23,"African_Islamic"
"53145","MAR",1,2,2,2,1,1,27,"African_Islamic"
"53146","MAR",1,1,2,1,2,1,43,"African_Islamic"
"53147","MAR",1,1,2,1,2,2,29,"African_Islamic"
"53148","MAR",1,2,2,2,1,2,47,"African_Islamic"
"53149","MAR",1,1,2,1,2,1,33,"African_Islamic"
"53150","MAR",1,2,2,1,1,1,25,"African_Islamic"
"53151","MAR",1,2,2,2,1,2,32,"African_Islamic"
"53152","MAR",1,1,2,1,2,1,39,"African_Islamic"
"53153","MAR",1,2,2,2,1,1,58,"African_Islamic"
"53154","MAR",2,2,2,2,1,1,75,"African_Islamic"
"53155","MAR",2,2,2,2,1,2,22,"African_Islamic"
"53156","MAR",2,2,2,2,1,2,25,"African_Islamic"
"53157","MAR",1,2,2,1,2,1,50,"African_Islamic"
"53158","MAR",2,2,2,2,1,2,21,"African_Islamic"
"53159","MAR",1,2,2,1,1,1,47,"African_Islamic"
"53160","MAR",1,1,2,2,2,2,28,"African_Islamic"
"53161","MAR",1,1,2,1,2,1,57,"African_Islamic"
"53162","MAR",1,1,2,2,2,2,31,"African_Islamic"
"53163","MAR",2,2,2,2,1,2,29,"African_Islamic"
"53164","MAR",1,2,2,2,1,2,28,"African_Islamic"
"53165","MAR",2,2,2,2,1,1,48,"African_Islamic"
"53166","MAR",1,2,2,2,1,2,44,"African_Islamic"
"53167","MAR",2,2,2,2,1,1,26,"African_Islamic"
"53168","MAR",1,1,2,1,2,1,40,"African_Islamic"
"53169","MAR",1,1,2,1,2,1,58,"African_Islamic"
"53170","MAR",1,1,1,1,2,2,60,"African_Islamic"
"53171","MAR",1,1,2,1,2,2,49,"African_Islamic"
"53172","MAR",1,2,2,1,2,1,32,"African_Islamic"
"53173","MAR",1,2,2,2,2,1,28,"African_Islamic"
"53174","MAR",1,2,2,2,2,1,40,"African_Islamic"
"53175","MAR",2,2,2,2,2,2,36,"African_Islamic"
"53176","MAR",1,2,2,2,2,2,31,"African_Islamic"
"53177","MAR",2,2,2,2,2,1,23,"African_Islamic"
"53178","MAR",1,2,2,2,2,2,21,"African_Islamic"
"53179","MAR",2,2,2,2,2,1,51,"African_Islamic"
"53180","MAR",2,2,2,1,2,2,46,"African_Islamic"
"53181","MAR",2,2,2,2,2,1,26,"African_Islamic"
"53182","MAR",2,1,1,1,2,2,23,"African_Islamic"
"53183","MAR",1,1,1,1,2,1,73,"African_Islamic"
"53184","MAR",2,2,2,2,1,2,27,"African_Islamic"
"53185","MAR",2,2,2,2,1,2,38,"African_Islamic"
"53186","MAR",1,1,2,1,2,1,33,"African_Islamic"
"53187","MAR",2,2,2,2,1,2,41,"African_Islamic"
"53188","MAR",1,1,2,1,2,1,41,"African_Islamic"
"53189","MAR",1,2,2,2,1,1,22,"African_Islamic"
"53190","MAR",1,2,2,2,2,2,64,"African_Islamic"
"53191","MAR",1,2,2,1,1,2,43,"African_Islamic"
"53192","MAR",2,1,2,2,2,1,23,"African_Islamic"
"53193","NLD",2,2,2,2,1,2,60,"Protestant_Europe"
"53194","NLD",2,2,2,2,1,2,51,"Protestant_Europe"
"53195","NLD",2,2,2,2,1,2,74,"Protestant_Europe"
"53196","NLD",1,2,2,2,2,1,64,"Protestant_Europe"
"53197","NLD",2,2,2,2,1,2,55,"Protestant_Europe"
"53198","NLD",2,2,2,2,1,2,44,"Protestant_Europe"
"53199","NLD",2,2,2,2,2,1,73,"Protestant_Europe"
"53200","NLD",2,2,2,2,2,2,82,"Protestant_Europe"
"53201","NLD",2,2,2,2,2,2,55,"Protestant_Europe"
"53202","NLD",1,2,2,2,2,1,42,"Protestant_Europe"
"53203","NLD",2,2,2,2,2,1,41,"Protestant_Europe"
"53204","NLD",2,2,2,2,2,2,55,"Protestant_Europe"
"53205","NLD",2,2,2,2,1,1,55,"Protestant_Europe"
"53206","NLD",2,2,2,2,2,2,48,"Protestant_Europe"
"53207","NLD",2,2,2,2,2,2,34,"Protestant_Europe"
"53208","NLD",2,2,2,2,1,2,57,"Protestant_Europe"
"53209","NLD",2,2,2,2,1,2,38,"Protestant_Europe"
"53210","NLD",1,2,2,2,2,1,72,"Protestant_Europe"
"53211","NLD",2,2,2,2,2,2,56,"Protestant_Europe"
"53212","NLD",2,2,2,2,2,2,70,"Protestant_Europe"
"53213","NLD",2,2,2,2,1,2,36,"Protestant_Europe"
"53214","NLD",2,2,2,2,2,1,66,"Protestant_Europe"
"53215","NLD",2,2,2,2,1,2,34,"Protestant_Europe"
"53216","NLD",2,2,2,2,2,1,64,"Protestant_Europe"
"53217","NLD",2,2,2,2,2,2,75,"Protestant_Europe"
"53218","NLD",2,2,2,2,1,2,43,"Protestant_Europe"
"53219","NLD",2,2,2,2,1,1,55,"Protestant_Europe"
"53220","NLD",1,2,2,2,2,2,68,"Protestant_Europe"
"53221","NLD",2,2,2,2,2,2,77,"Protestant_Europe"
"53222","NLD",2,2,2,2,1,2,75,"Protestant_Europe"
"53223","NLD",1,1,1,1,1,1,63,"Protestant_Europe"
"53224","NLD",2,2,2,2,2,1,76,"Protestant_Europe"
"53225","NLD",2,2,2,2,1,1,54,"Protestant_Europe"
"53226","NLD",1,2,2,2,2,1,38,"Protestant_Europe"
"53227","NLD",2,2,2,2,2,2,48,"Protestant_Europe"
"53228","NLD",1,2,2,2,2,1,70,"Protestant_Europe"
"53229","NLD",2,2,2,2,2,1,19,"Protestant_Europe"
"53230","NLD",2,2,2,2,2,1,30,"Protestant_Europe"
"53231","NLD",2,2,2,2,1,1,47,"Protestant_Europe"
"53232","NLD",2,2,2,2,1,1,60,"Protestant_Europe"
"53233","NLD",1,2,2,2,2,1,42,"Protestant_Europe"
"53234","NLD",2,2,2,2,2,2,78,"Protestant_Europe"
"53235","NLD",2,2,2,2,1,2,51,"Protestant_Europe"
"53236","NLD",2,2,2,2,2,2,53,"Protestant_Europe"
"53237","NLD",2,2,2,2,2,2,27,"Protestant_Europe"
"53238","NLD",2,2,2,2,1,2,69,"Protestant_Europe"
"53239","NLD",2,2,2,2,1,2,56,"Protestant_Europe"
"53240","NLD",2,2,2,2,1,1,26,"Protestant_Europe"
"53241","NLD",1,2,2,2,2,2,39,"Protestant_Europe"
"53242","NLD",2,2,2,2,1,2,52,"Protestant_Europe"
"53243","NLD",1,2,2,2,1,2,62,"Protestant_Europe"
"53244","NLD",2,2,2,2,2,2,41,"Protestant_Europe"
"53245","NLD",2,2,2,2,2,1,29,"Protestant_Europe"
"53246","NLD",2,2,2,2,2,2,70,"Protestant_Europe"
"53247","NLD",2,1,2,2,1,2,57,"Protestant_Europe"
"53248","NLD",2,2,2,2,2,1,49,"Protestant_Europe"
"53249","NLD",2,2,2,2,2,1,75,"Protestant_Europe"
"53250","NLD",2,2,2,2,1,1,73,"Protestant_Europe"
"53251","NLD",2,2,2,2,1,2,43,"Protestant_Europe"
"53252","NLD",2,2,2,2,2,2,29,"Protestant_Europe"
"53253","NLD",2,2,2,2,1,2,39,"Protestant_Europe"
"53254","NLD",2,2,2,1,1,1,25,"Protestant_Europe"
"53255","NLD",2,2,2,2,1,2,63,"Protestant_Europe"
"53256","NLD",2,2,2,2,1,1,78,"Protestant_Europe"
"53257","NLD",2,2,2,2,2,1,73,"Protestant_Europe"
"53258","NLD",2,2,2,1,2,1,69,"Protestant_Europe"
"53259","NLD",2,2,2,2,1,2,76,"Protestant_Europe"
"53260","NLD",2,2,2,2,1,1,35,"Protestant_Europe"
"53261","NLD",2,2,2,2,1,2,76,"Protestant_Europe"
"53262","NLD",2,2,2,2,1,2,30,"Protestant_Europe"
"53263","NLD",2,2,2,2,1,2,38,"Protestant_Europe"
"53264","NLD",2,2,2,2,2,1,69,"Protestant_Europe"
"53265","NLD",2,2,2,2,2,2,74,"Protestant_Europe"
"53266","NLD",2,2,2,2,1,1,70,"Protestant_Europe"
"53267","NLD",2,2,2,2,1,2,27,"Protestant_Europe"
"53268","NLD",2,2,2,2,2,2,49,"Protestant_Europe"
"53269","NLD",2,2,2,2,2,2,28,"Protestant_Europe"
"53270","NLD",2,2,2,2,2,2,53,"Protestant_Europe"
"53271","NLD",2,2,2,2,1,1,26,"Protestant_Europe"
"53272","NLD",2,2,2,2,1,2,52,"Protestant_Europe"
"53273","NLD",2,2,2,2,2,1,78,"Protestant_Europe"
"53274","NLD",2,2,2,2,1,2,65,"Protestant_Europe"
"53275","NLD",1,1,1,1,2,2,70,"Protestant_Europe"
"53276","NLD",2,2,2,2,2,1,58,"Protestant_Europe"
"53277","NLD",1,2,2,2,2,1,84,"Protestant_Europe"
"53278","NLD",1,2,2,2,2,1,19,"Protestant_Europe"
"53279","NLD",2,2,2,2,2,2,53,"Protestant_Europe"
"53280","NLD",2,2,2,2,1,1,75,"Protestant_Europe"
"53281","NLD",2,2,2,2,1,1,33,"Protestant_Europe"
"53282","NLD",2,2,2,2,2,1,44,"Protestant_Europe"
"53283","NLD",2,2,2,2,2,1,78,"Protestant_Europe"
"53284","NLD",2,2,2,2,2,1,82,"Protestant_Europe"
"53285","NLD",2,2,2,2,1,2,28,"Protestant_Europe"
"53286","NLD",2,2,2,2,1,1,38,"Protestant_Europe"
"53287","NLD",2,2,2,2,2,2,64,"Protestant_Europe"
"53288","NLD",2,2,2,2,2,2,72,"Protestant_Europe"
"53289","NLD",2,2,2,2,2,2,75,"Protestant_Europe"
"53290","NLD",2,2,2,2,2,2,71,"Protestant_Europe"
"53291","NLD",2,2,2,1,2,1,36,"Protestant_Europe"
"53292","NLD",1,2,2,2,2,2,44,"Protestant_Europe"
"53293","NLD",2,2,2,2,2,1,52,"Protestant_Europe"
"53294","NLD",2,2,2,2,1,1,61,"Protestant_Europe"
"53295","NLD",2,2,2,2,1,1,42,"Protestant_Europe"
"53296","NLD",1,2,2,2,1,2,71,"Protestant_Europe"
"53297","NLD",2,2,2,2,2,2,68,"Protestant_Europe"
"53298","NLD",2,2,2,2,1,2,45,"Protestant_Europe"
"53299","NLD",1,2,2,2,1,2,79,"Protestant_Europe"
"53300","NLD",1,2,2,2,2,2,73,"Protestant_Europe"
"53301","NLD",1,2,2,2,1,2,73,"Protestant_Europe"
"53302","NLD",2,2,1,2,1,1,60,"Protestant_Europe"
"53303","NLD",2,2,2,2,1,1,30,"Protestant_Europe"
"53304","NLD",2,2,2,2,1,2,34,"Protestant_Europe"
"53305","NLD",2,2,2,2,1,1,78,"Protestant_Europe"
"53306","NLD",1,2,2,2,2,1,56,"Protestant_Europe"
"53307","NLD",2,2,2,2,1,2,43,"Protestant_Europe"
"53308","NLD",2,2,2,2,1,1,82,"Protestant_Europe"
"53309","NLD",2,2,2,2,1,2,59,"Protestant_Europe"
"53310","NLD",2,2,2,2,2,1,49,"Protestant_Europe"
"53311","NLD",2,2,2,2,1,2,61,"Protestant_Europe"
"53312","NLD",2,2,2,2,2,1,76,"Protestant_Europe"
"53313","NLD",2,2,2,2,1,2,31,"Protestant_Europe"
"53314","NLD",2,2,2,2,2,1,78,"Protestant_Europe"
"53315","NLD",2,2,2,2,2,2,50,"Protestant_Europe"
"53316","NLD",1,2,2,2,2,2,61,"Protestant_Europe"
"53317","NLD",2,2,2,2,1,2,41,"Protestant_Europe"
"53318","NLD",2,2,2,2,2,2,48,"Protestant_Europe"
"53319","NLD",2,2,2,2,1,2,35,"Protestant_Europe"
"53320","NLD",2,1,2,2,1,2,31,"Protestant_Europe"
"53321","NLD",2,2,2,2,1,2,59,"Protestant_Europe"
"53322","NLD",2,2,2,2,1,2,54,"Protestant_Europe"
"53323","NLD",2,2,2,2,1,1,76,"Protestant_Europe"
"53324","NLD",2,2,2,2,1,2,53,"Protestant_Europe"
"53325","NLD",2,2,2,2,1,2,46,"Protestant_Europe"
"53326","NLD",1,2,2,2,2,1,73,"Protestant_Europe"
"53327","NLD",2,2,2,2,1,2,29,"Protestant_Europe"
"53328","NLD",2,2,2,2,1,1,70,"Protestant_Europe"
"53329","NLD",2,2,2,2,2,1,70,"Protestant_Europe"
"53330","NLD",2,2,2,2,2,2,56,"Protestant_Europe"
"53331","NLD",2,2,2,2,2,1,60,"Protestant_Europe"
"53332","NLD",1,2,1,2,2,1,84,"Protestant_Europe"
"53333","NLD",2,2,2,2,1,2,58,"Protestant_Europe"
"53334","NLD",2,2,2,2,1,1,56,"Protestant_Europe"
"53335","NLD",2,2,2,2,1,2,59,"Protestant_Europe"
"53336","NLD",2,2,2,2,1,1,45,"Protestant_Europe"
"53337","NLD",2,2,2,2,2,2,30,"Protestant_Europe"
"53338","NLD",2,2,2,2,2,1,66,"Protestant_Europe"
"53339","NLD",2,2,2,2,2,2,20,"Protestant_Europe"
"53340","NLD",2,2,2,2,2,2,63,"Protestant_Europe"
"53341","NLD",2,2,2,2,2,2,29,"Protestant_Europe"
"53342","NLD",2,2,2,2,1,2,29,"Protestant_Europe"
"53343","NLD",2,2,2,2,1,1,28,"Protestant_Europe"
"53344","NLD",2,2,2,2,2,2,72,"Protestant_Europe"
"53345","NLD",2,2,2,2,1,2,37,"Protestant_Europe"
"53346","NLD",2,2,2,2,1,2,47,"Protestant_Europe"
"53347","NLD",2,2,2,2,2,2,30,"Protestant_Europe"
"53348","NLD",2,2,2,2,2,1,61,"Protestant_Europe"
"53349","NLD",2,1,2,1,2,1,55,"Protestant_Europe"
"53350","NLD",1,1,2,1,2,1,62,"Protestant_Europe"
"53351","NLD",2,2,2,2,2,2,56,"Protestant_Europe"
"53352","NLD",2,2,2,2,2,1,45,"Protestant_Europe"
"53353","NLD",2,2,2,2,1,1,55,"Protestant_Europe"
"53354","NLD",1,2,2,1,2,1,65,"Protestant_Europe"
"53355","NLD",2,2,2,2,2,2,60,"Protestant_Europe"
"53356","NLD",2,1,2,2,1,1,44,"Protestant_Europe"
"53357","NLD",2,2,2,2,1,1,47,"Protestant_Europe"
"53358","NLD",2,2,2,2,1,2,49,"Protestant_Europe"
"53359","NLD",2,2,2,2,1,2,53,"Protestant_Europe"
"53360","NLD",2,2,2,2,1,2,61,"Protestant_Europe"
"53361","NLD",2,2,2,2,2,1,65,"Protestant_Europe"
"53362","NLD",2,2,2,2,1,2,56,"Protestant_Europe"
"53363","NLD",2,2,2,2,1,2,50,"Protestant_Europe"
"53364","NLD",2,1,2,2,2,2,52,"Protestant_Europe"
"53365","NLD",1,2,2,2,2,1,83,"Protestant_Europe"
"53366","NLD",1,2,2,1,1,1,38,"Protestant_Europe"
"53367","NLD",2,2,2,2,1,1,23,"Protestant_Europe"
"53368","NLD",2,2,2,2,1,1,52,"Protestant_Europe"
"53369","NLD",2,2,2,2,2,2,30,"Protestant_Europe"
"53370","NLD",2,2,2,2,1,1,54,"Protestant_Europe"
"53371","NLD",2,2,2,2,1,2,69,"Protestant_Europe"
"53372","NLD",2,2,2,2,2,2,51,"Protestant_Europe"
"53373","NLD",1,2,2,2,1,2,53,"Protestant_Europe"
"53374","NLD",2,1,2,2,2,2,44,"Protestant_Europe"
"53375","NLD",2,2,2,2,1,2,63,"Protestant_Europe"
"53376","NLD",2,1,2,1,1,2,49,"Protestant_Europe"
"53377","NLD",2,1,2,1,2,2,49,"Protestant_Europe"
"53378","NLD",2,2,2,2,1,1,77,"Protestant_Europe"
"53379","NLD",2,2,2,2,1,1,65,"Protestant_Europe"
"53380","NLD",2,2,2,2,2,1,79,"Protestant_Europe"
"53381","NLD",2,2,2,2,1,2,63,"Protestant_Europe"
"53382","NLD",2,2,2,2,2,2,49,"Protestant_Europe"
"53383","NLD",2,2,2,2,2,2,76,"Protestant_Europe"
"53384","NLD",1,2,2,2,2,1,51,"Protestant_Europe"
"53385","NLD",2,2,2,2,2,2,58,"Protestant_Europe"
"53386","NLD",2,2,2,2,2,2,36,"Protestant_Europe"
"53387","NLD",2,2,2,2,1,2,63,"Protestant_Europe"
"53388","NLD",2,2,2,2,1,1,28,"Protestant_Europe"
"53389","NLD",1,2,2,2,2,2,56,"Protestant_Europe"
"53390","NLD",2,2,2,2,1,2,35,"Protestant_Europe"
"53391","NLD",1,2,2,2,2,1,63,"Protestant_Europe"
"53392","NLD",2,2,2,2,2,2,40,"Protestant_Europe"
"53393","NLD",1,2,2,2,2,2,66,"Protestant_Europe"
"53394","NLD",2,1,2,2,2,2,28,"Protestant_Europe"
"53395","NLD",2,2,2,2,2,2,44,"Protestant_Europe"
"53396","NLD",2,2,2,2,2,2,41,"Protestant_Europe"
"53397","NLD",2,2,2,2,1,2,48,"Protestant_Europe"
"53398","NLD",1,2,2,2,2,2,58,"Protestant_Europe"
"53399","NLD",2,2,2,2,2,1,66,"Protestant_Europe"
"53400","NLD",2,2,2,2,2,1,65,"Protestant_Europe"
"53401","NLD",2,2,2,2,2,1,43,"Protestant_Europe"
"53402","NLD",2,2,2,2,2,2,28,"Protestant_Europe"
"53403","NLD",1,1,2,2,2,2,67,"Protestant_Europe"
"53404","NLD",2,2,2,2,1,1,56,"Protestant_Europe"
"53405","NLD",2,2,2,2,2,2,59,"Protestant_Europe"
"53406","NLD",2,2,2,2,2,2,74,"Protestant_Europe"
"53407","NLD",2,2,2,2,2,2,52,"Protestant_Europe"
"53408","NLD",2,2,2,2,1,2,61,"Protestant_Europe"
"53409","NLD",1,2,2,2,2,2,75,"Protestant_Europe"
"53410","NLD",2,2,2,2,1,1,66,"Protestant_Europe"
